ID,Název nemovitosti,Cena,GPS souřadnice,src_web,ins_dt,upd_dt,del_flag,URL,Poznámka k ceně,Upozornění,Číslo zakázky,Druh pozemku,Celková plocha,Inženýrské sítě,Typ nemovitosti,Umístění objektu,K nastěhování,Odpad,Voda,Poloha objektu,Počet podlaží v objektu,Užitná plocha,Plocha parcely,Druh objektu,Stav objektu,Plocha zahrady,Plyn,Typ domu,Energetická náročnost budovy,Dispozice,Číslo podlaží,Podlahová plocha,Vlastnictví,Bezbariérový byt,Zastavěná plocha,Počet parkovacích míst,Počet podlaží pod zemí,Výtah,Měrná vypočtená roční spotřeba energie v kWh/m²/rok,Telekomunikace,Doprava,Elektřina,Ostatní rozvody,Vybaveno,Občanská vybavenost,Plocha kanceláří,Vybavení kanceláří,Charakter okolní zástavby,Garáž,Rok výstavby,Druh prostor,Rok rekonstrukce
414305,"Prodej bytu 2+1 v osobním vlastnictví 62 m², Olomouc(ID 064-NP04041)","5 030 000
																		CZK/ za nemovitost","49°35'54.1""N,17°13'26.5""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414305/prodej-bytu-2-1-v-osobnim-vlastnictvi-62-m2-olomouc,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 064-NP04041,,,,Byty,Klidná část obce,1. 6. 2025,Kanalizace,Dálkový rozvod,,8.0,58 m²,,Panelová,Velmi dobrý,,Plynovod,,C,2+1,2.0,62 m²,Osobní,,724 m²,,,Ano,,,"Vlak, Dálnice, Silnice, MHD, Autobus",230 V,,Ano,,,,,,,,
414314,"Prodej pozemku 1127 m², Nový Šaldorf-Sedlešovice(ID 213-NP01988)","1 600 000
																		CZK/ za nemovitost","48°49'21.5""N,16°02'59.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414314/prodej-pozemku-1127-m2-novy-saldorf-sedlesovice,"Cena je kompletní, bez dalších poplatků!",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 213-NP01988,Pro bydlení,1 127 m²,"Vodovod, Elektřina",Pozemky,Polosamota,1. 6. 2025,,,,,,,,,,,,,,,,,,,,,,,,Silnice,230 V,,,,,,,,,,
414280,"Prodej bytu 3+kk v osobním vlastnictví 75 m², Liberec(ID 218-NP06438)","7 990 000
																		CZK/ za nemovitost","50°46'50.4""N,15°02'43.8""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414280/prodej-bytu-3-kk-v-osobnim-vlastnictvi-75-m2-liberec,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 218-NP06438,,,,Byty,Klidná část obce,6. 5. 2025,Kanalizace,Dálkový rozvod,,12.0,75 m²,,Smíšená,Novostavba,,,,B,3+kk,8.0,75 m²,Osobní,Ano,75 m²,1.0,,Ano,,"Telefon, Internet","Vlak, Dálnice, Silnice, MHD, Autobus","120 V, 230 V, 400 V","Satelit, Kabelová televize, Kabelové rozvody, Ostatní rozvody",Ano,,,,Obytná,Ano,,,
414316,"Prodej restaurace 464 m², Jirkov(ID 257-NP01294)","12 990 000
																		CZK/ za nemovitost","50°29'58.9""N,13°27'04.1""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414316/prodej-restaurace-464-m2-jirkov,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 257-NP01294,,464 m²,,"Hotely, penziony a restaurace",,14. 5. 2025,Kanalizace,"Zdroj pro celý objekt, Dálkový rozvod",,1.0,464 m²,502 m²,Cihlová,Dobrý,,Plynovod,Přízemní,G,,,,,Ano,502 m²,,,,,"Telefon, Internet",,"230 V, 400 V",,Ano,,,,,,,,
414318,"Prodej bytu 1+kk v osobním vlastnictví 39 m², Praha 5 - Stodůlky(ID 273-NP03922)","6 500 000
																		CZK/ za nemovitost","50°02'49.1""N,14°18'10.6""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414318/prodej-bytu-1-kk-v-osobnim-vlastnictvi-39-m2-praha-5-stodulky,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 273-NP03922,,,,Byty,Klidná část obce,14. 5. 2025,Kanalizace,Dálkový rozvod,,7.0,32 m²,,Smíšená,Novostavba,,,,B,1+kk,4.0,39 m²,Osobní,Ano,902 m²,,,Ano,,,MHD,230 V,,Ano,,,,Obytná,,,,
414299,"Prodej pozemku 1127 m², Nový Šaldorf-Sedlešovice(ID 213-NP01987)","1 600 000
																		CZK/ za nemovitost","48°49'21.5""N,16°02'59.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414299/prodej-pozemku-1127-m2-novy-saldorf-sedlesovice,"Cena je kompletní, bez dalších poplatků!",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 213-NP01987,Zahrada,1 127 m²,"Vodovod, Elektřina",Pozemky,,1. 6. 2025,,,,,,,,,,,,,,,,,,,,,,,,Silnice,230 V,,,,,,,,,,
414275,"Prodej domu 250 m², Třebíč(ID 143-NP07020)","15 800 000
																		CZK/ za nemovitost","49°12'52.2""N,15°53'10.9""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414275/prodej-domu-250-m2-trebic,cena včetně provize RK,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 143-NP07020,,,,Domy a vily,,,Kanalizace,Dálkový rozvod,Řadový,3.0,250 m²,152 m²,Cihlová,Dobrý,,Plynovod,Přízemní,,,,,,,114 m²,,,,,,,,,,,,,,,,,
414337,"Prodej domu 241 m², Sluštice(ID 205-NP11473)","21 900 000
																		CZK/ za nemovitost","50°02'19.3""N,14°40'30""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414337/prodej-domu-241-m2-slustice,"Cena zahrnuje veškerý právní servis, vyřízení hypotečního úvěru a odměnu RK.",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 205-NP11473,,,,Domy a vily,,,Kanalizace,Dálkový rozvod,Samostatný,2.0,241 m²,1 227 m²,Cihlová,Novostavba,,Plynovod,Patrový,A,,,,,,,,,,14.0,,,,,Ano,,,,,Ano,,,
414340,"Prodej bytu 4+kk v osobním vlastnictví 119 m², Pelhřimov(ID 143-NP07025)","8 990 000
																		CZK/ za nemovitost","49°26'03.7""N,15°12'35.6""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414340/prodej-bytu-4-kk-v-osobnim-vlastnictvi-119-m2-pelhrimov,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 143-NP07025,,,,Byty,Okraj obce,,Kanalizace,,,7.0,119 m²,,Cihlová,Velmi dobrý,,Plynovod,,B,4+kk,7.0,119 m²,Osobní,,1 303 m²,,,Ano,,Internet,,,,Ano,,,,Obytná,,,,
414373,"Prodej restaurace 1000 m², Tvarožná Lhota(ID 309-NP00421)","19 900 000
																		CZK/ za nemovitost","48°51'40.3""N,17°23'37.1""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414373/prodej-restaurace-1000-m2-tvarozna-lhota,včetně odměny zprostředkovatele,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 309-NP00421,,1 000 m²,,"Hotely, penziony a restaurace",,,Kanalizace,Zdroj pro celý objekt,,2.0,1 000 m²,2 873 m²,Cihlová,Velmi dobrý,100 m²,,Patrový,G,,,,,,869 m²,15.0,,,,,,"230 V, 400 V",,Ano,,,,,,,,
414306,"Prodej bytu 4+1 v družstevním vlastnictví 90 m², Praha 9 - Horní Počernice(ID 205-NP11470)","7 890 000
																		CZK/ za nemovitost","50°06'43.7""N,14°37'07""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414306/prodej-bytu-4-1-v-druzstevnim-vlastnictvi-90-m2-praha-9-horni-pocernice,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 205-NP11470,,,,Byty,Klidná část obce,1. 7. 2025,Kanalizace,Dálkový rozvod,,4.0,90 m²,,Panelová,Dobrý,,Plynovod,,B,4+1,2.0,90 m²,Družstevní,,,,,,,Internet,"Vlak, Dálnice, Silnice, MHD, Autobus",230 V,Kabelové rozvody,,,,,Obytná,,,,
